"","def_w1","def_w2","econ_w1","econ_w2","soc_w1","soc_w2","EG1_BINDING_SHORT","EG2_BINDING_SHORT","authority1","authority2","loyalty1","loyalty2","purity1","purity2","EG1_IND_SHORT","EG2_IND_SHORT","fairness1","fairness2","harm1","harm2","AGE","Q50","sex_num","Q17_02","Q17_06","Q17_09","Q17_15","Q17_18","Q17_23","Q17_24","Q17_04","Q17_21","Q17_26","Q17_12","Q17_28","Q17_30","RETEST_Q17_02","RETEST_Q17_06","RETEST_Q17_09","RETEST_Q17_15","RETEST_Q17_18","RETEST_Q17_23","RETEST_Q17_24","RETEST_Q17_04","RETEST_Q17_21","RETEST_Q17_26","RETEST_Q17_12","RETEST_Q17_28","RETEST_Q17_30"
"493",NA,1.66666666666667,NA,1.2,NA,1.57142857142857,NA,3.33333333333333,NA,2.5,NA,3.5,NA,4,NA,4.25,NA,4,NA,4.5,34,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,1,1,2,1,2,1,1,1,3,1
"494",NA,1.33333333333333,NA,1,NA,1,NA,4.33333333333333,NA,3.5,NA,5,NA,4.5,NA,3.75,NA,3.5,NA,4,51,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,2,1
"495",NA,2,NA,1,NA,1.42857142857143,NA,2.83333333333333,NA,2.5,NA,3,NA,3,NA,3.5,NA,3,NA,4,51,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,1,1,1,1,1,1,1,2,2,2
"496",NA,2,NA,1,NA,1.14285714285714,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1,48,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,1,1,1,1,1,2,3,1
"497",NA,2,NA,1.2,NA,1.42857142857143,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1,45,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,1,1,1,1,1,1,1,1,3,2
"498",NA,1.33333333333333,NA,1,NA,1.57142857142857,NA,1.5,NA,1,NA,1.5,NA,2,NA,3.75,NA,3.5,NA,4,47,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,1,1,1,1,1,1,1,1,2,1
"499",NA,1.33333333333333,NA,1,NA,1.71428571428571,NA,2.16666666666667,NA,2.5,NA,2,NA,2,NA,2.5,NA,2.5,NA,2.5,45,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,2,1,1,1,1,1,1,1,2,1
"500",NA,1.33333333333333,NA,1.2,NA,1.85714285714286,NA,3.16666666666667,NA,3.5,NA,3,NA,3,NA,4.75,NA,4.5,NA,5,52,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,1,1,3,1,1,2,1,1,2,1
"501",NA,2,NA,1,NA,1.28571428571429,NA,3.66666666666667,NA,4.5,NA,2.5,NA,4,NA,3,NA,3,NA,3,47,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,1,1,1,1,1,2,2,2
"502",NA,1,NA,1.4,NA,1.57142857142857,NA,3.66666666666667,NA,3.5,NA,3.5,NA,4,NA,4.25,NA,4,NA,4.5,47,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,1,1,1,1,1,1,1,1,1,1
"503",NA,1.33333333333333,NA,1.2,NA,1.71428571428571,NA,3.83333333333333,NA,4,NA,3.5,NA,4,NA,4.25,NA,4,NA,4.5,40,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,1,1,2,1,1,1,1,1,2,1
"504",NA,1,NA,1.4,NA,1.42857142857143,NA,2,NA,2,NA,2,NA,2,NA,3.75,NA,3.5,NA,4,20,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,1,1,1,2,1,1,3,1,1,1
"505",NA,2.33333333333333,NA,1,NA,1.42857142857143,NA,2.5,NA,1.5,NA,3,NA,3,NA,3.75,NA,4,NA,3.5,53,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,1,1,1,1,1,1,1,3,2,2
"506",NA,2.33333333333333,NA,1.2,NA,1.14285714285714,NA,0.666666666666667,NA,0.5,NA,0,NA,1.5,NA,3.75,NA,4,NA,3.5,50,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,1,1,1,1,1,2,3,2
"507",NA,2,NA,1,NA,1.85714285714286,NA,2.83333333333333,NA,2,NA,2.5,NA,4,NA,3.75,NA,3.5,NA,4,46,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,1,1,1,1,1,1,1,1,2,3
"508",NA,1.66666666666667,NA,1.4,NA,1.57142857142857,NA,2.83333333333333,NA,3,NA,3,NA,2.5,NA,4.5,NA,4,NA,5,49,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,1,1,1,1,1,3,1,1,3,1
"509",NA,3,NA,1.4,NA,1.57142857142857,NA,4.33333333333333,NA,4,NA,5,NA,4,NA,4.5,NA,4.5,NA,4.5,54,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,1,1,1,1,1,1,1,3,3,3
"510",NA,1.66666666666667,NA,1.4,NA,2,NA,2.83333333333333,NA,2.5,NA,3,NA,3,NA,3.5,NA,4.5,NA,2.5,51,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,1,3,2,1,1,1,1,1,3,1
"511",NA,1.66666666666667,NA,1.6,NA,1.85714285714286,NA,3.5,NA,3.5,NA,4,NA,3,NA,4.75,NA,5,NA,4.5,47,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,1,1,3,1,1,2,1,1,3,1
"512",NA,3,NA,1.6,NA,1.28571428571429,NA,4.16666666666667,NA,4,NA,4,NA,4.5,NA,4.25,NA,4,NA,4.5,50,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,1,1,1,1,3,1,3,3,3
"513",NA,1.66666666666667,NA,1.8,NA,1.42857142857143,NA,4.66666666666667,NA,4.5,NA,5,NA,4.5,NA,4.75,NA,5,NA,4.5,56,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,1,1,1,1,1,3,1,1,3,1
"514",NA,1.66666666666667,NA,2,NA,1.71428571428571,NA,1.5,NA,1.5,NA,1,NA,2,NA,2.25,NA,2.5,NA,2,48,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,1,1,1,1,1,3,2,1,2,2
"515",NA,1.66666666666667,NA,1,NA,1.28571428571429,NA,4.16666666666667,NA,4,NA,4,NA,4.5,NA,4.5,NA,4,NA,5,43,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,1,1,1,1,1,1,3,1
"516",NA,2.33333333333333,NA,1,NA,1.28571428571429,NA,2.66666666666667,NA,2.5,NA,2.5,NA,3,NA,2.25,NA,2,NA,2.5,21,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,1,1,1,1,1,1,1,2,2,3
"517",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518",NA,2.33333333333333,NA,1.2,NA,1.57142857142857,NA,3.5,NA,2.5,NA,3.5,NA,4.5,NA,3,NA,3.5,NA,2.5,46,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,1,1,1,1,1,1,1,2,3,2
"519",NA,3,NA,1,NA,1.28571428571429,NA,3.16666666666667,NA,3,NA,3.5,NA,3,NA,3.75,NA,4,NA,3.5,43,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,1,1,1,1,1,3,3,3
"520",NA,1.66666666666667,NA,1,NA,1.42857142857143,NA,4.16666666666667,NA,3.5,NA,5,NA,4,NA,5,NA,5,NA,5,47,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,1,1,1,1,1,1,1,1,3,1
"521",NA,1.33333333333333,NA,1,NA,1.42857142857143,NA,3.5,NA,3.5,NA,3,NA,4,NA,3.75,NA,4,NA,3.5,45,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,1,2,1,1,1,1,1,2,1
"522",NA,NA,NA,NA,NA,NA,NA,3.66666666666667,NA,2.5,NA,4,NA,4.5,NA,4.25,NA,4,NA,4.5,47,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523",NA,1.66666666666667,NA,1.4,NA,2.28571428571429,NA,3.16666666666667,NA,4,NA,2,NA,3.5,NA,3.75,NA,3.5,NA,4,23,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,1,3,3,2,1,1,1,1,3,1
"524",NA,1.66666666666667,NA,1,NA,2.57142857142857,NA,4,NA,3.5,NA,4,NA,4.5,NA,4.5,NA,4.5,NA,4.5,53,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,1,3,2,3,1,1,1,1,3,1
"525",NA,1.66666666666667,NA,1.4,NA,2.14285714285714,NA,3.16666666666667,NA,3.5,NA,2.5,NA,3.5,NA,1.5,NA,2,NA,1,48,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,2,3,3,1,1,1,3,1,3,1
"526",NA,1.66666666666667,NA,1.4,NA,2,NA,3.66666666666667,NA,3.5,NA,4,NA,3.5,NA,3.5,NA,3.5,NA,3.5,45,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,3,1,1,1,2,2,1,2,2
"527",NA,2,NA,1,NA,1.14285714285714,NA,2.66666666666667,NA,3,NA,3,NA,2,NA,3,NA,2.5,NA,3.5,56,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,1,1,1,1,1,1,2,3
"528",NA,1,NA,1.4,NA,1.28571428571429,NA,0.833333333333333,NA,0,NA,1,NA,1.5,NA,4,NA,5,NA,3,56,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,1,1,1,1,1,1,1,1,1
"529",NA,3,NA,1.6,NA,1.57142857142857,NA,3.33333333333333,NA,3.5,NA,2.5,NA,4,NA,3,NA,2.5,NA,3.5,44,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,1,1,1,1,1,3,1,3,3,3
"530",NA,1.33333333333333,NA,1.2,NA,1.42857142857143,NA,2.83333333333333,NA,3,NA,3,NA,2.5,NA,5,NA,5,NA,5,43,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,1,1,1,2,1,1,1,1,2,1
"531",NA,3,NA,1,NA,1.28571428571429,NA,3.16666666666667,NA,3,NA,3,NA,3.5,NA,3.75,NA,3,NA,4.5,42,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,1,1,1,1,1,3,3,3
"532",NA,2,NA,1.2,NA,2,NA,2.83333333333333,NA,1.5,NA,3.5,NA,3.5,NA,3.75,NA,4,NA,3.5,50,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,1,1,1,1,1,1,2,3,1
"533",NA,1.66666666666667,NA,1,NA,1.57142857142857,NA,2.83333333333333,NA,3,NA,3,NA,2.5,NA,3.5,NA,3.5,NA,3.5,53,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,1,1,2,1,1,1,1,1,3,1
"534",NA,1.66666666666667,NA,1.4,NA,1.14285714285714,NA,3.5,NA,3,NA,3.5,NA,4,NA,4.25,NA,4,NA,4.5,51,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,1,1,1,1,1,1,3,1
"535",NA,1.66666666666667,NA,1,NA,1.28571428571429,NA,2.83333333333333,NA,2.5,NA,2.5,NA,3.5,NA,3.5,NA,2.5,NA,4.5,53,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,1,1,1,1,1,1,1,3,1
"536",NA,3,NA,1.4,NA,1.85714285714286,NA,4.16666666666667,NA,4,NA,4,NA,4.5,NA,4.5,NA,4.5,NA,4.5,50,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,1,3,1,1,1,1,1,3,3,3
"537",NA,2.66666666666667,NA,2.2,NA,2.71428571428571,NA,4.66666666666667,NA,4.5,NA,4.5,NA,5,NA,3.75,NA,4,NA,3.5,51,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,1,3,2,2,1,3,3,2
"538",NA,2.66666666666667,NA,1,NA,2.42857142857143,NA,3.33333333333333,NA,2.5,NA,2.5,NA,5,NA,1.25,NA,2.5,NA,0,46,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,1,3,1,3,1,1,1,3,3,2
"539",NA,1.66666666666667,NA,1.4,NA,2.14285714285714,NA,3,NA,4,NA,2,NA,3,NA,3.25,NA,3.5,NA,3,50,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,3,1,1,3,1,3,1,1,3,1
"540",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541",NA,2.33333333333333,NA,1.4,NA,2.14285714285714,NA,3.5,NA,3.5,NA,3,NA,4,NA,3.5,NA,3,NA,4,40,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,1,1,3,3,3,1,1,2,3,2
"542",NA,2.33333333333333,NA,1,NA,1.42857142857143,NA,3.66666666666667,NA,3.5,NA,3.5,NA,4,NA,3.5,NA,3.5,NA,3.5,50,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,1,1,1,1,1,1,1,1,3,3
"543",NA,1.66666666666667,NA,1,NA,1.57142857142857,NA,3.83333333333333,NA,3.5,NA,3.5,NA,4.5,NA,3.75,NA,4,NA,3.5,46,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,1,1,1,2,1,1,1,1,1,3
"544",NA,2.33333333333333,NA,1.8,NA,1.57142857142857,NA,2.83333333333333,NA,2.5,NA,2.5,NA,3.5,NA,2,NA,2,NA,2,53,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,1,1,2,1,1,3,1,2,3,2
"545",NA,1.66666666666667,NA,1.6,NA,1.71428571428571,NA,4,NA,3.5,NA,3.5,NA,5,NA,4,NA,4,NA,4,54,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,1,1,2,1,1,2,1,1,3,1
"546",NA,3,NA,1.4,NA,2.14285714285714,NA,0,NA,0,NA,0,NA,0,NA,0.25,NA,0.5,NA,0,52,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,3,2,1,1,1,3,1,3,3,3
"547",NA,1.66666666666667,NA,1.2,NA,1.85714285714286,NA,1.66666666666667,NA,0.5,NA,3.5,NA,1,NA,3.75,NA,3,NA,4.5,48,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,2,1,2,2,1,2,1,2,2,1
"548",NA,1.66666666666667,NA,1,NA,1.57142857142857,NA,2.66666666666667,NA,2.5,NA,3,NA,2.5,NA,3.75,NA,3.5,NA,4,49,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,1,1,1,1,1,1,1,1,3,1
"549",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550",NA,2,NA,1,NA,1.28571428571429,NA,3.83333333333333,NA,4,NA,4,NA,3.5,NA,5,NA,5,NA,5,54,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,1,2,1,1,1,2,2,2
"551",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552",NA,1,NA,2.4,NA,2.14285714285714,NA,2.33333333333333,NA,3,NA,2,NA,2,NA,2.5,NA,2.5,NA,2.5,45,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,1,1,2,3,2,3,2,1,1,1
"553",NA,1.33333333333333,NA,2.8,NA,2,NA,1,NA,1.5,NA,0.5,NA,1,NA,1.75,NA,2,NA,1.5,43,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,1,1,3,2,2,3,3,2,1,1
"554",NA,2.33333333333333,NA,1.4,NA,1.71428571428571,NA,4.5,NA,4,NA,4.5,NA,5,NA,4,NA,4,NA,4,41,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,3,1,1,1,1,3,1,3,3,1
"555",NA,3,NA,1.4,NA,1.28571428571429,NA,3.83333333333333,NA,3,NA,4,NA,4.5,NA,3.75,NA,4,NA,3.5,50,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,1,1,1,1,1,3,1,3,3,3
"556",NA,2.66666666666667,NA,1.4,NA,2,NA,3.33333333333333,NA,3,NA,4,NA,3,NA,5,NA,5,NA,5,52,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,1,3,1,1,1,3,1,3,3,2
"557",NA,1.66666666666667,NA,2.2,NA,2.14285714285714,NA,3.66666666666667,NA,5,NA,2.5,NA,3.5,NA,1.5,NA,2,NA,1,49,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,1,1,1,3,1,3,1,1,3,1
"558",NA,2,NA,1.8,NA,1.71428571428571,NA,3.66666666666667,NA,4,NA,3,NA,4,NA,2,NA,3,NA,1,51,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,1,1,3,2,1,3,1,1,3,2
"559",NA,1,NA,2.6,NA,2.28571428571429,NA,0.833333333333333,NA,0,NA,1,NA,1.5,NA,1.5,NA,1,NA,2,52,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,3,3,1,3,3,3,3,1,1,1
"560",NA,2.33333333333333,NA,1.4,NA,1.85714285714286,NA,3.33333333333333,NA,3,NA,3,NA,4,NA,3.5,NA,3.5,NA,3.5,43,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,1,1,1,1,1,1,1,2,3,2
"561",NA,3,NA,1.4,NA,1.57142857142857,NA,3.66666666666667,NA,3,NA,4.5,NA,3.5,NA,3.25,NA,4,NA,2.5,54,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,1,1,1,1,1,1,1,3,3,3
"562",NA,2.33333333333333,NA,1.2,NA,2.71428571428571,NA,3.66666666666667,NA,3.5,NA,3,NA,4.5,NA,3.75,NA,3.5,NA,4,52,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,1,3,1,2,1,2,3,2
"563",NA,2.33333333333333,NA,1.6,NA,2.14285714285714,NA,2.33333333333333,NA,2.5,NA,2.5,NA,2,NA,3.5,NA,3.5,NA,3.5,24,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,1,2,1,1,1,1,2,3,2
"564",NA,1.66666666666667,NA,2,NA,2.28571428571429,NA,1.5,NA,1,NA,1.5,NA,2,NA,3,NA,2,NA,4,51,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,1,3,1,2,1,3,1,1,3,1
"565",NA,2,NA,1.4,NA,2,NA,2.83333333333333,NA,2,NA,3,NA,3.5,NA,2.25,NA,3,NA,1.5,51,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,1,1,3,1,1,2,1,2,2,2
"566",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567",NA,1.66666666666667,NA,1.2,NA,2,NA,1.16666666666667,NA,0,NA,1,NA,2.5,NA,3,NA,3,NA,3,48,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,1,1,3,1,2,1,1,2,2
"568",NA,3,NA,1,NA,2.14285714285714,NA,3.33333333333333,NA,2.5,NA,3,NA,4.5,NA,3.25,NA,3,NA,3.5,51,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,1,3,1,1,1,1,1,3,3,3
"569",NA,2,NA,1.4,NA,2,NA,3.66666666666667,NA,4,NA,4,NA,3,NA,4.25,NA,4.5,NA,4,52,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,1,3,1,2,1,2,1,2,2,2
"570",NA,1,NA,1.4,NA,1.28571428571429,NA,2,NA,2,NA,0,NA,4,NA,3.5,NA,4,NA,3,25,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,1,1,1,1,1,1,1,1,1,1
"571",NA,2.33333333333333,NA,1.8,NA,1.57142857142857,NA,3.16666666666667,NA,3,NA,3,NA,3.5,NA,3.5,NA,3.5,NA,3.5,23,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,1,1,1,2,1,3,1,1,3,3
"572",NA,2.33333333333333,NA,1,NA,1.57142857142857,NA,4.16666666666667,NA,4,NA,4.5,NA,4,NA,4,NA,4,NA,4,53,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,1,1,2,1,1,1,1,1,3,3
"573",NA,1,NA,1.2,NA,1.28571428571429,NA,3.16666666666667,NA,3,NA,3,NA,3.5,NA,3.75,NA,4,NA,3.5,57,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,1,2,1,1,1,1,1,1
"574",NA,1.66666666666667,NA,1.2,NA,1.14285714285714,NA,1.66666666666667,NA,1,NA,2.5,NA,1.5,NA,3.5,NA,3,NA,4,24,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,1,1,1,1,1,2,1,2
"575",NA,2.33333333333333,NA,1,NA,2,NA,3.5,NA,3.5,NA,3,NA,4,NA,3.5,NA,3.5,NA,3.5,50,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,1,1,1,3,1,1,1,1,3,3
"576",NA,2,NA,1,NA,1.57142857142857,NA,3.83333333333333,NA,4,NA,3.5,NA,4,NA,4,NA,3.5,NA,4.5,47,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,1,1,1,1,1,1,1,2,3,1
"577",NA,2.33333333333333,NA,1.2,NA,1.57142857142857,NA,3,NA,3.5,NA,3.5,NA,2,NA,4.25,NA,4.5,NA,4,21,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,1,1,1,3,1,2,1,2,3,2
"578",NA,2,NA,1.2,NA,2.57142857142857,NA,3,NA,2,NA,4,NA,3,NA,4,NA,4,NA,4,47,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,3,2,2,1,1,1,1,3,2
"579",NA,3,NA,1.4,NA,2,NA,4,NA,4,NA,4,NA,4,NA,3.5,NA,3.5,NA,3.5,47,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,1,1,3,2,1,1,1,3,3,3
"580",NA,1.33333333333333,NA,1.2,NA,1.28571428571429,NA,2.33333333333333,NA,1.5,NA,2.5,NA,3,NA,3.75,NA,3,NA,4.5,23,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,3,1,1,1,2,1,1
"581",NA,1.66666666666667,NA,1.6,NA,1.42857142857143,NA,3.5,NA,4,NA,4,NA,2.5,NA,4,NA,4,NA,4,47,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,1,1,1,1,2,3,1,1,3,1
"582",NA,1.66666666666667,NA,1,NA,1.71428571428571,NA,2.33333333333333,NA,2,NA,3,NA,2,NA,4,NA,4,NA,4,46,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,1,2,3,1,1,1,1,3,1
"583",NA,3,NA,1.8,NA,1.57142857142857,NA,5,NA,5,NA,5,NA,5,NA,3.75,NA,2.5,NA,5,52,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,1,1,1,1,1,3,1,3,3,3
"584",NA,2.66666666666667,NA,1,NA,1.14285714285714,NA,3,NA,3,NA,3,NA,3,NA,3,NA,3,NA,3,50,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,1,1,1,1,2,3,3
"585",NA,1.66666666666667,NA,1.8,NA,1.28571428571429,NA,2.16666666666667,NA,2,NA,3.5,NA,1,NA,4,NA,4,NA,4,53,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,1,1,1,1,1,3,1,1,3,1
